Iteracion,pos_gain,vel_gain,vel_integrator_gain,positive_error,negative_error,current_sum,curr_vel
0.0,10.0,0.1599999964237213,0.0,3.946078184226784,-3.079016573841117,88.98603855073452,5.2363703607667995
1.0,17.5,0.1599999964237213,0.0,1.5894591363257504,-1.9622523516006687,68.70942255109549,1.7565185002650372
2.0,25.0,0.1599999964237213,0.0,1.3297930888748,-1.2763663616358656,83.69203702360392,inf
3.0,32.5,0.1599999964237213,0.0,0.9921999272827048,-1.0355139192657685,90.1756975799799,inf
