in_Kp_pos,in_Kp_vel,in_Ki_vel,pos_error_a0_n0,pos_error_a0_n1,pos_error_a0_n2,pos_error_a0_n3,pos_error_a0_n4,pos_error_a1_n0,pos_error_a1_n1,pos_error_a1_n2,pos_error_a1_n3,pos_error_a1_n4,Iq_error_a0_n0,Iq_error_a0_n1,Iq_error_a0_n2,Iq_error_a0_n3,Iq_error_a0_n4,Iq_error_a1_n0,Iq_error_a1_n1,Iq_error_a1_n2,Iq_error_a1_n3,Iq_error_a1_n4,out_Kp_pos,out_Kp_vel,out_Ki_vel
56.34380148172824,0.12666783929952,1.6464998666841284,0.00011554341503905441,0.008296167415039024,0.03743688691406244,0.04200420047070308,0.03627691762597651,0.004238383596679718,0.002805496910156302,0.0023761427841797467,0.0023381675517577527,0.0036832454443359586,0.1720796376466751,0.10034075379371643,0.16417181491851807,-0.1619853973388672,0.05785036087036133,-0.08299863338470459,-0.12714755535125732,0.111441969871521,-0.04132223129272461,-0.45433056354522705,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.008296167415039024,0.03743688691406244,0.04200420047070308,0.03627691762597651,0.025765664231445218,0.002805496910156302,0.0023761427841797467,0.0023381675517577527,0.0036832454443359586,0.005267107895507772,0.10034075379371643,0.16417181491851807,-0.1619853973388672,0.05785036087036133,0.14302265644073486,-0.12714755535125732,0.111441969871521,-0.04132223129272461,-0.45433056354522705,0.029744863510131836,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.03743688691406244,0.04200420047070308,0.03627691762597651,0.025765664231445218,0.012716661895507908,0.0023761427841797467,0.0023381675517577527,0.0036832454443359586,0.005267107895507772,0.005110436792968742,0.16417181491851807,-0.1619853973388672,0.05785036087036133,0.14302265644073486,-0.6149905323982239,0.111441969871521,-0.04132223129272461,-0.45433056354522705,0.029744863510131836,0.012066125869750977,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.04200420047070308,0.03627691762597651,0.025765664231445218,0.012716661895507908,-0.0011401252285156982,0.0023381675517577527,0.0036832454443359586,0.005267107895507772,0.005110436792968742,0.002342539243164077,-0.1619853973388672,0.05785036087036133,0.14302265644073486,-0.6149905323982239,-0.81095290184021,-0.04132223129272461,-0.45433056354522705,0.029744863510131836,0.012066125869750977,-0.29445942491292953,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.03627691762597651,0.025765664231445218,0.012716661895507908,-0.0011401252285156982,-0.012190062279296976,0.0036832454443359586,0.005267107895507772,0.005110436792968742,0.002342539243164077,-0.0009478098378905564,0.05785036087036133,0.14302265644073486,-0.6149905323982239,-0.81095290184021,-0.20456743240356445,-0.45433056354522705,0.029744863510131836,0.012066125869750977,-0.29445942491292953,-0.16826379299163818,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.025765664231445218,0.012716661895507908,-0.0011401252285156982,-0.012190062279296976,-0.01917976627539053,0.005267107895507772,0.005110436792968742,0.002342539243164077,-0.0009478098378905564,-0.0016972110585937727,0.14302265644073486,-0.6149905323982239,-0.81095290184021,-0.20456743240356445,0.1985492706298828,0.029744863510131836,0.012066125869750977,-0.29445942491292953,-0.16826379299163818,-0.04300737380981445,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,0.012716661895507908,-0.0011401252285156982,-0.012190062279296976,-0.01917976627539053,-0.021392660620117132,0.005110436792968742,0.002342539243164077,-0.0009478098378905564,-0.0016972110585937727,0.002765170328125066,-0.6149905323982239,-0.81095290184021,-0.20456743240356445,0.1985492706298828,-0.26394128799438477,0.012066125869750977,-0.29445942491292953,-0.16826379299163818,-0.04300737380981445,0.03293329477310181,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,-0.0011401252285156982,-0.012190062279296976,-0.01917976627539053,-0.021392660620117132,-0.018141673057617158,0.002342539243164077,-0.0009478098378905564,-0.0016972110585937727,0.002765170328125066,0.009903741431640634,-0.81095290184021,-0.20456743240356445,0.1985492706298828,-0.26394128799438477,-0.2764260768890381,-0.29445942491292953,-0.16826379299163818,-0.04300737380981445,0.03293329477310181,0.12134498357772827,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,-0.012190062279296976,-0.01917976627539053,-0.021392660620117132,-0.018141673057617158,-0.011221837289062453,-0.0009478098378905564,-0.0016972110585937727,0.002765170328125066,0.009903741431640634,0.015260803141601498,-0.20456743240356445,0.1985492706298828,-0.26394128799438477,-0.2764260768890381,-0.3806748390197754,-0.16826379299163818,-0.04300737380981445,0.03293329477310181,0.12134498357772827,0.10834228992462158,60,0.18,2.0278126312762272
56.34380148172824,0.12666783929952,1.6464998666841284,-0.01917976627539053,-0.021392660620117132,-0.018141673057617158,-0.011221837289062453,-0.0017796411474608753,-0.0016972110585937727,0.002765170328125066,0.009903741431640634,0.015260803141601498,0.01623136528027347,0.1985492706298828,-0.26394128799438477,-0.2764260768890381,-0.3806748390197754,0.4640697240829468,-0.04300737380981445,0.03293329477310181,0.12134498357772827,0.10834228992462158,0.02242887020111084,60,0.18,2.0278126312762272
