-0.000136137,-0.005781996,0.005780144,0.013509759,0.016245954,-0.000626326,-0.005619872,0.005951805,0.013145455,0.017497175,0.125469625,0.058581114,0.036877751,-0.136185765,0.21620971,-0.012970686,0.002945989,-0.001418352,0.004096389,0.146567225,60,0.18,2.949030987
-0.005781996,0.005780144,0.013509759,0.016245954,0.014505634,-0.005619872,0.005951805,0.013145455,0.017497175,0.017917881,0.058581114,0.036877751,-0.136185765,0.21620971,0.209371865,0.002945989,-0.001418352,0.004096389,0.146567225,0.127506018,60,0.18,2.949030987
0.005780144,0.013509759,0.016245954,0.014505634,0.01363556,0.005951805,0.013145455,0.017497175,0.017917881,0.017185136,0.036877751,-0.136185765,0.21620971,0.209371865,-0.565749675,-0.001418352,0.004096389,0.146567225,0.127506018,0.020935059,60,0.18,2.949030987
0.013509759,0.016245954,0.014505634,0.01363556,0.01358243,0.013145455,0.017497175,0.017917881,0.017185136,0.016098223,-0.136185765,0.21620971,0.209371865,-0.565749675,-0.186067104,0.004096389,0.146567225,0.127506018,0.020935059,0.086571097,60,0.18,2.949030987
0.016245954,0.014505634,0.01363556,0.01358243,0.014035559,0.017497175,0.017917881,0.017185136,0.016098223,0.015010214,0.21620971,0.209371865,-0.565749675,-0.186067104,0.230161786,0.146567225,0.127506018,0.020935059,0.086571097,-0.15772593,60,0.18,2.949030987
0.014505634,0.01363556,0.01358243,0.014035559,0.012043822,0.017917881,0.017185136,0.016098223,0.015010214,0.011006224,0.209371865,-0.565749675,-0.186067104,0.230161786,-0.25230743,0.127506018,0.020935059,0.086571097,-0.15772593,-0.338253245,60,0.18,2.949030987
0.01363556,0.01358243,0.014035559,0.012043822,0.010027414,0.017185136,0.016098223,0.015010214,0.011006224,0.006895547,-0.565749675,-0.186067104,0.230161786,-0.25230743,-0.039768457,0.020935059,0.086571097,-0.15772593,-0.338253245,-0.271632373,60,0.18,2.949030987
0.01358243,0.014035559,0.012043822,0.010027414,0.007864298,0.016098223,0.015010214,0.011006224,0.006895547,0.003542246,-0.186067104,0.230161786,-0.25230743,-0.039768457,-0.115443945,0.086571097,-0.15772593,-0.338253245,-0.271632373,0.033545494,60,0.18,2.949030987
0.014035559,0.012043822,0.010027414,0.007864298,0.006562806,0.015010214,0.011006224,0.006895547,0.003542246,0.002719498,0.230161786,-0.25230743,-0.039768457,-0.115443945,-0.119297028,-0.15772593,-0.338253245,-0.271632373,0.033545494,-0.100884914,60,0.18,2.949030987
0.012043822,0.010027414,0.007864298,0.006562806,0.007381998,0.011006224,0.006895547,0.003542246,0.002719498,0.00653132,-0.25230743,-0.039768457,-0.115443945,-0.119297028,-0.382611275,-0.338253245,-0.271632373,0.033545494,-0.100884914,-0.09061569,60,0.18,2.949030987
0.010027414,0.007864298,0.006562806,0.007381998,0.010277574,0.006895547,0.003542246,0.002719498,0.00653132,0.013096635,-0.039768457,-0.115443945,-0.119297028,-0.382611275,0.335214257,-0.271632373,0.033545494,-0.100884914,-0.09061569,0.042484522,60,0.18,2.949030987
0.007864298,0.006562806,0.007381998,0.010277574,0.013999906,0.003542246,0.002719498,0.00653132,0.013096635,0.018224683,-0.115443945,-0.119297028,-0.382611275,0.335214257,-0.06158936,0.033545494,-0.100884914,-0.09061569,0.042484522,-0.056293249,60,0.18,2.949030987
0.006562806,0.007381998,0.010277574,0.013999906,0.016675736,0.002719498,0.00653132,0.013096635,0.018224683,0.019410873,-0.119297028,-0.382611275,0.335214257,-0.06158936,0.533482313,-0.100884914,-0.09061569,0.042484522,-0.056293249,0.080196619,60,0.18,2.949030987
0.007381998,0.010277574,0.013999906,0.016675736,0.015145727,0.00653132,0.013096635,0.018224683,0.019410873,0.014741369,-0.382611275,0.335214257,-0.06158936,0.533482313,-0.281554222,-0.09061569,0.042484522,-0.056293249,0.080196619,0.047964573,60,0.18,2.949030987
0.010277574,0.013999906,0.016675736,0.015145727,0.010125509,0.013096635,0.018224683,0.019410873,0.014741369,0.006356588,0.335214257,-0.06158936,0.533482313,-0.281554222,-0.301644802,0.042484522,-0.056293249,0.080196619,0.047964573,-0.113863647,60,0.18,2.949030987
0.013999906,0.016675736,0.015145727,0.010125509,0.002015762,0.018224683,0.019410873,0.014741369,0.006356588,-0.002992936,-0.06158936,0.533482313,-0.281554222,-0.301644802,-0.445993185,-0.056293249,0.080196619,0.047964573,-0.113863647,-0.193890095,60,0.18,2.949030987
-0.001251193,0.009452054,0.019486979,0.023481216,0.017112088,-0.000520678,0.010092923,0.01887472,0.020637359,0.013150525,0.098246276,-0.073430359,0.069828629,0.35264945,0.388354301,0.044575751,-0.133637063,0.109584689,-0.222621322,-0.294599295,59.09813243,0.180465386,1.751015715
0.009452054,0.019486979,0.023481216,0.017112088,0.008653101,0.010092923,0.01887472,0.020637359,0.013150525,0.004542765,-0.073430359,0.069828629,0.35264945,0.388354301,0.009753764,-0.133637063,0.109584689,-0.222621322,-0.294599295,-0.094318151,59.09813243,0.180465386,1.751015715
0.019486979,0.023481216,0.017112088,0.008653101,0.010488047,0.01887472,0.020637359,0.013150525,0.004542765,0.00897552,0.069828629,0.35264945,0.388354301,0.009753764,0.2698946,0.109584689,-0.222621322,-0.294599295,-0.094318151,-0.136057854,59.09813243,0.180465386,1.751015715
0.023481216,0.017112088,0.008653101,0.010488047,0.013846321,0.020637359,0.013150525,0.004542765,0.00897552,0.014973564,0.35264945,0.388354301,0.009753764,0.2698946,-0.327424407,-0.222621322,-0.294599295,-0.094318151,-0.136057854,-0.28216821,59.09813243,0.180465386,1.751015715
